id,key,value,type
248455311,created_by,JOSM,regular
248455433,name,Richmond Circle,regular
248455433,highway,traffic_signals,regular
248455433,kn,\xe0\xb2\xb0\xe0\xb2\xbf\xe0\xb2\x9a\xe0\xb3\x8d\xe0\xb2\xae\xe0\xb2\x82\xe0\xb2\xa1\xe0\xb3\x8d \xe0\xb2\xb5\xe0\xb3\x83\xe0\xb2\xa4\xe0\xb3\x8d\xe0\xb2\xa4,name
248455433,junction,yes,regular
248455435,created_by,JOSM,regular
248455439,created_by,JOSM,regular
248455440,created_by,JOSM,regular
248455441,name,St Josephs Junction,regular
248455441,highway,traffic_signals,regular
248455441,junction,yes,regular
248455443,created_by,JOSM,regular
248455444,created_by,JOSM,regular
